name,year,subtext,duration,genres,director,stars
Monsieur Batignole,2002,not available, 1h 40m,Comedy & Drama,Gérard Jugnot,Gérard Jugnot & Jules Sitruk & Michèle Garcia & Jean-Paul Rouve & Alexia Portal & Violette Blanckaert & Daphné Baiwir & Götz Burger & Elisabeth Commelin & Hubert Saint-Macary & Daniel Martin & Nadine Spinoza & Damien Jouillerot & Philippe du Janerand & Marie-Gaëlle Cals & Flannan Obé & Karine Pinoteau & Didier Lafaye & Christophe Rouzaud & Sylvie Herbert & Roland Marchisio & Arthur Jugnot & Eric Civanyan & Michel Dodane & Karina Marimon & Ticky Holgado & Sam Karmann & Jean-Marie Winling
Duck Butter,2018,not available, 1h 34m,Drama & Romance & Comedy,Miguel Arteta,Alia Shawkat & Laia Costa & Mae Whitman & Hong Chau & Kate Berlant & Kumail Nanjiani & Lindsay Burdge & Mark Duplass & Jay Duplass & Drew Langer & Marc Maron & Wolf Fleetwood-Ross & Jesus Villarreal & Oliver Young & Kasra Shokravi & Shelly West & Carlos A. Salazar & Mel Eslyn & Armando Ballesteros & Erin Naifeh & Stacy Schneiderman & Andrea Y. Bird & Elizabeth Hangan & Yelena Koshelevskaya & Jibz Cameron & Marguerite Carter & Kyle Field & Lissy Kilman & Stacey Koff & Margaret Gilmore & Jenny O'Hara & Courtney Kivowitz & Angelina Llongueras & Alex Cohen & Zach Goheen
Diner,1982,R, 1h 50m,Comedy & Drama,Barry Levinson,Steve Guttenberg & Daniel Stern & Mickey Rourke & Kevin Bacon & Tim Daly & Ellen Barkin & Paul Reiser & Kathryn Dowling & Michael Tucker & Jessica James & Colette Blonigan & Kelle Kipp & John Aquino & Richard Pierson & Claudia Cron & Tait Ruppert & Tom Tammi & Pam Gail & Lauren Zaganas & Sharon Ziman & Mark Margolis & Ralph Tabakin & Frank Stoegerer & Nat Benchley & Frank Hennessy & Marvin Hunter & Steve Smith & Lee Case & Clement Fowler & Howard Silverman & Ted Bafaloukos & Barney Cohen & Bruce Kluger & Bruce Elliott & Carole Copeland & Aryeh Cooperstock & Brian Costantini & Lorraine D. Glick & Florence Moody & Mary Lou Vukov & Alan Kaplan & Donald Saiontz & Chief Gordon & Beverly Sheehan & Dusty Clare
Man of the House,2005,PG-13, 1h 40m,Comedy & Action,Stephen Herek,Tommy Lee Jones & Cedric the Entertainer & Christina Milian & Paula Garcés & Monica Keena & Vanessa Ferlito & Kelli Garner & Anne Archer & Brian Van Holt & Shea Whigham & Terry Dale Parks & R. Lee Ermey & Paget Brewster & Shannon Woodward & Liz Vassey & Curtis Armstrong & Nar Williams & Mark Hanson & Tom Reynolds & Jimmy Ortega & Rick Perry & Stephen Bruton & Bo Kane & Lucien Douglas & Ash Christian & Lucas Calhoun & Chase Ryan Jeffery & Christopher Dahlberg & Jesse De Luna & Megan Evanich
Blank Check,1994,PG, 1h 33m,Comedy & Family,Rupert Wainwright,Brian Bonsall & Karen Duffy & James Rebhorn & Jayne Atkinson & Michael Faustino & Chris Demetral & Miguel Ferrer & Tone Loc & Michael Lerner & Rick Ducommun & Debbie Allen & Alfredo Huereca
Scooby-Doo! Pirates Ahoy!,2006,not available, 1h 20m,Fantasy & Animation & Comedy & Family & Mystery & Adventure,Chuck Sheetz,Dan Castellaneta & Mindy Cohn & Tim Conway & Grey DeLisle & Arsenio Hall & Casey Kasem & Edie McClurg & Kathy Najimy & Ron Perlman & Freddy Rodríguez & Frank Welker
Paris or Perish,2013,G, 1h 35m,Comedy,Reem Kherici,Reem Kherici & Tarek Boudali & Cécile Cassel & Philippe Lacheau & Shirley Bousquet & Salim Kechiouche & Stéphane Rousseau & Joséphine Drai & Pom Klementieff & Mohamed Bastaoui
Suburban Commando,1991,PG, 1h 28m,Action & Comedy & Family & Science Fiction,Burt Kennedy,Hulk Hogan & Christopher Lloyd & Shelley Duvall & Larry Miller & William Ball & Jo Ann Dearing & Jack Elam & Roy Dotrice & Tony Longo & Michael Faustino & Mark William Calaway & Laura Mooney & Dennis Burkley & Luis Contreras & Nick Eldredge & Keith Campbell & Elisabeth Moss
Special Correspondents,2016,PG-13, 1h 40m,Comedy,Ricky Gervais,Ricky Gervais & Eric Bana & Vera Farmiga & Kelly Macdonald & Benjamin Bratt & Raúl Castillo & America Ferrera & Meghan Heffern & Kevin Pollak & Mimi Kuzyk & Jim Norton & Ari Cohen & Alison Brooks & Kim Ramirez & Kelly McCormack & Duane Murray & Jonathan Langdon & Daniel Della Penna & Laara Sadiq & Anne Mroczkowski & Bill Lake & Adrian Rebucas & Rachael Ancheril & Pedro Miguel Arce
Dirty Deeds,2005,PG-13, 1h 27m,Comedy & Drama,David Kendall,Milo Ventimiglia & Lacey Chabert & Zoe Saldana & Arielle Kebbel & Charles Durning & Tom Amandes & Matthew Carey & Mark Derwin & Michael Milhoan & Billy L. Sullivan & Ray Santiago & Erin Torpey & Alex Solowitz & Danso Gordon & Wes Robinson & Keith Britton & Michael Sullivan & Dave Power & Fred Meyers & Jaymee Ong & Daniel Hilfer & Todd Zeile & Alison Allen & Ryan 'Bosco' Baker & Michael Bofshever & Matthew Brent & Daniel Chacón & Donny Galland & Pride Grinn & Aaron Todd Kessee & Ken Michelman & Charles Noland & Sparkle & Brett Tabisel & Elizabeth Thompson & Parker Torres & Isidra Vega & Christie D'Amore & Cathy Immordino & Sean LoGrasso & Johnny Martin & Krocky Meshkin & Tyler Nelson & Jason-Shane Scott & Domenica Steele & Patrick Tatten & Shannon Vann
Bianca,1984,R, 1h 36m,Drama & Comedy,Nanni Moretti,Nanni Moretti & Laura Morante & Roberto Vezzosi & Remo Remotti & Vincenzo Salemme & Enrica Maria Modugno & Claudio Bigagli & Margherita Sestito & Dario Cantarelli & Virginie Alexandre & Nicola Di Pinto & Gianfelice Imparato & Luigi Moretti & Daniele Luchetti
Swing Time,1936,PG, 1h 43m,Comedy & Music & Romance,George Stevens,Fred Astaire & Ginger Rogers & Victor Moore & Helen Broderick & Eric Blore & Betty Furness & Georges Metaxa & Dennis O'Keefe & Landers Stevens & Jack Goode
Mardi Gras: Spring Break,2011,R, 1h 28m,Comedy,Phil Dornfeld,Nicholas D'Agosto & Josh Gad & Bret Harrison & Danneel Ackles & Arielle Kebbel & Carmen Electra & Marcelle Baer & Regina Hall & Stephanie Honoré & Becky O'Donohue & Gary Grubbs & Jessica Heap & Jessie O'Donohue & Madison Dylan & Dominique DuVernay & Michael Beasley & Julin Jean & Angela Shelton & Leslie-Anne Huff & Courtney J. Clark & Denise Williamson & Deanna Meske & Brandy Moon & Dan Levy & JT Alexander & David Joseph Martinez & Josh Heald & Brandi Coleman & Danni Lang & Mike Mayhall & Sharon K. London & Jewel Grosch & J. Omar Castro & Mikki Val & Genevieve Guzchack & Summer Lee & Natalie Nicole & Matt Wool & Jason Mulcahy & Matt Moore & Sean Shyboy Davis & Stephen Gabriel & Jon Eyez & Kevin Gould & Lauren Fain & Jessica Ritchie & Luke Madsen & Sara Blanche & Rolexis Delaney & Holly Ladnier & Antoine Spillers & Daniel Garza & Erica Drummond & Kim Vu & Victor Tijerino & Don Lincoln & Tyler Cross & Nick Reasons & Jeremy Evan Kerr & Cecilia Carcamo & Tracey Rea & Nicolette O'Connor & Leon Contavesprie & Malcom Adams & Crevita Tamille Brown
What Just Happened,2008,R, 1h 44m,Comedy & Drama,Barry Levinson,Bruce Willis & Robert De Niro & Sean Penn & Robin Wright & Stanley Tucci & John Turturro & Kristen Stewart & Lily Rabe & Marin Hinkle & Catherine Keener & Michael Wincott & Jason Kravits & Mark Ivanir & Remy K. Selma & Christopher Evan Welch & Sam Levinson
Beauty Shop,2005,PG-13, 1h 45m,Comedy & Romance,Bille Woodruff,Queen Latifah & Alicia Silverstone & Andie MacDowell & Alfre Woodard & Mena Suvari & Golden Brooks & LisaRaye McCoy & Keshia Knight Pulliam & Kimora Lee & Sheryl Underwood & Kevin Bacon & Djimon Hounsou & Octavia Spencer & Wilmer Valderrama & Joyful Drake & Nancy Lenehan
Burying the Ex,2014,R, 1h 29m,Comedy & Horror,Joe Dante,Anton Yelchin & Ashley Greene & Alexandra Daddario & Oliver Cooper & Dick Miller & Mark Alan & Ozioma Akagha & Gabrielle Christian & Archie Hahn & Erica Bowie & Tomoko Karina & Stephanie Koenig & Wyndoline Landry & Julia Marchese & London May & Katie Roberts & Mindy Robinson & Pandie Suicide & Alexandra Vino
A Countess from Hong Kong,1967,G, 1h 53m,Comedy & Romance,Charlie Chaplin,Marlon Brando & Sophia Loren & Tippi Hedren & Sydney Chaplin & Charlie Chaplin & Patrick Cargill & Margaret Rutherford & Angela Scoular & Michael Medwin & John Paul & Oliver Johnston & Bill Nagy & Dilys Laye & Anthony Chinn & Carol Cleveland & Peter Bartlett & Angela Pringle & Jenny Bridges & Arthur Gross & Balbina & Jose Sukhum Boonlve & Geraldine Chaplin & Janine Hill & Burnell Tucker & Leonard Trolley & Len Lowe & Francis Dux & Cecil Cheng & Ronald Rubin & Michael Spice & Ray Barlow & Josephine Chaplin & Victoria Chaplin & Kevin Manser & Marianne Stone & Lew Luton & Larry Cross & Bill Edwards & Drew Russell & John Sterland & Paul Carson & Paul Tamarin
The Prince & Me: A Royal Honeymoon,2008,not available, 1h 32m,Comedy & Romance,Catherine Cyran,Kam Heskin & Chris Geere & Adam Croasdell & Todd Jensen & Jonathan Firth & Joshua Rubin & Hristo Mitzkov & Valentin Ganev & Shelly Varod & Branco Vukovic & Georgi Ivanov & Kitodar Todorov & Petyo Peikov & Atanas Srebrev & Ani Jarrett & Gergana Bouzukova & Evelina Borisova & Malina Germanova & Waléra Kanischtscheff
My Dinner with Andre,1981,not available, 1h 50m,Comedy & Drama,Louis Malle,Wallace Shawn & Andre Gregory & Jean Lenauer & Roy Butler
Haute Cuisine,2012,PG-13, 1h 35m,Comedy & Drama,Christian Vincent,Catherine Frot & Arthur Dupont & Jean D'Ormesson & Hippolyte Girardot & Jean-Marc Roulot & Arly Jover & Brice Fournier & Philippe Uchan & Laurent Poitrenaux & Roch Leibovici & Joe Sheridan & Hervé Pierre & Thomas Chabrol & Louis-Emmanuel Blanc & David Houri & Nicolas Chupin & Pierre Moure & Steve Tran & Manuel Le Lièvre & Richard Morgiève & Catherine Davenier & Nicolas Beaucaire & Charlotte Clamens & Jacques Pieri
CB4,1993,R, 1h 29m,Music & Comedy,Tamra Davis,Chris Rock & Allen Payne & Phil Hartman & Charlie Murphy & Rachel True & Deezer D & Khandi Alexander & Art Evans & Chris Elliott & Ty Granderson Jones & Theresa Randle & Gerard G. Williams & Louisa Abernathy & Shaquille O'Neal & Gibby Haynes
Pieces of April,2003,PG-13, 1h 21m,Comedy & Drama,Peter Hedges,Katie Holmes & Derek Luke & Patricia Clarkson & Oliver Platt & Alison Pill & John Gallagher Jr. & Alice Drummond & Lillias White & Isiah Whitlock Jr. & Vitali Baganov & Adrian Martinez & Susan Bruce & Jamari Richardson & Leila Danette & Stephen Chen & Sally Leung Bayer & Sean Hayes & Sisqó & Marcus Lovett & Jack Chen & Jacqueline Dai & Rosa Luo & Birdie M. Hale & Armando Riesco & Christine Todino & Anney Giobbe & Elizabeth Douglass & Rusty De Wees & Vincent Roselli & Ficchi
Puss in Book: Trapped in an Epic Tale,2017,G, 0h 23m,Family & Fantasy & Animation & Comedy & Adventure,Johnny Castuciano & Roy Burdine,Eric Bauza & Jayma Mays & Maria Bamford & Jeff Bennett & Ron Funches & Jim Cummings & Carla Jimenez & Ariebella Makana & Candi Milo & Kevin Michael Richardson & Paul Rugg & Joshua Rush & Kari Wahlgren & Michael-Leon Wooley & Danny Trejo
Slacker,1991,R, 1h 37m,Comedy & Drama,Richard Linklater,Richard Linklater & Mark James & Jerry Delony & Rudy Basquez & Jean Caffeine & Jan Hockey & Stephan Hockey & Samuel Dietert & Bob Boyd & Terrence Kirk & Keith McCormack & Jennifer Schaudies & Lee Daniel & Scott Rhodes
Jumping the Broom,2011,PG-13, 1h 52m,Comedy,Salim Akil,Paula Patton & Julie Bowen & Meagan Good & Mike Epps & Angela Bassett & Laz Alonso & Loretta Devine & Tasha Smith & Gary Dourdan & Romeo Miller & DeRay Davis
Chasers,1994,R, 1h 42m,Comedy & Romance,Dennis Hopper,Tom Berenger & William McNamara & Erika Eleniak & Crispin Glover & Matthew Glave & Grand L. Bush & Dean Stockwell & Bitty Schram & Gary Busey & Seymour Cassel & Frederic Forrest & Marilu Henner & Dennis Hopper & Scott Marlowe & Jim Grimshaw
Thanks for Sharing,2012,R, 1h 52m,Comedy & Drama,Stuart Blumberg,Mark Ruffalo & Gwyneth Paltrow & Tim Robbins & Josh Gad & Pink & Patrick Fugit & Joely Richardson & Carol Kane & Emily Meade & Isiah Whitlock Jr. & Poorna Jagannathan & Tony Joe & Jordan Dean & Michaela Watkins & Okieriete Onaodowan & Natalia Volkodaeva & Paul Urcioli & Kenneth Maharaj & Meng Ai & Juan Leon & Geoffrey Molloy & Maureen Sebastian & Marcus Neville & Sarah Helen Baskin & Alexis Suarez & Terry Walters & George Demas & David Wain & Brian Koppelman & Geoffrey Cantor & Gary Silberman & Ben Boime & Linn Yen
The Black Devil and the White Prince,2015,not available, 1h 14m,Comedy & Romance,Hayato Kawai,Kento Nakajima & Nana Komatsu & Yudai Chiba & Sara Takatsuki & Yuta Kishi & Amane Okayama & Asuka Kawazu & Hirono Suzuki & Yui Kitamura & Rimo Hasegawa & Reina Kurosaki & Ami Yamazaki & Miu Suzuki
12 Dates of Christmas,2011,PG, 1h 29m,Comedy & Family & Fantasy & Romance & TV Movie,James Hayman,Amy Smart & Mark-Paul Gosselaar & Benjamin Ayres & Laura Miyata & Audrey Dwyer & Richard Fitzpatrick & Jayne Eastwood & Joe MacLeod & Jennifer Kydd & Peter MacNeill & Mary Long & Martin Roach & Cherisse Woonsam & Paul Beer & Shant Srabian & Alexander De Jordy & Riley Gilchrist & Stephan James
Halloweentown,1998,G, 1h 21m,Adventure & Comedy & Family & Fantasy & TV Movie,Duwayne Dunham,Debbie Reynolds & Judith Hoag & Kimberly J. Brown & Joey Zimmerman & Emily Roeske & Phillip Van Dyke & Robin Thomas & Betty Moyer & Shannon Day
Break Up Man,2013,6, 1h 50m,Comedy,Torsten Künstler & Matthias Schweighöfer,Matthias Schweighöfer & Milan Peschel & Nadja Uhl & Anna Bederke & Heiner Lauterbach & Catherine de Léan & Genija Rykova & Gennadi Vengerov & Manuela Wisbeck & Bejo Dohmen & Richard van Weyden & Tom Beck & Gitta Schweighöfer & Michael Schweighöfer & Detlev Buck & Richy Müller & Jacob Matschenz & Tim Sander & Nele Kiper & Hendrik Nachtsheim & Alina Levshin & Katharina M. Schubert & Amrei Haardt
Drunk Parents,2019,R, -,Comedy,Fred Wolf,Salma Hayek & Alec Baldwin & Joe Manganiello & Bridget Moynahan & Jim Gaffigan & Aimee Mullins & Kelly AuCoin & Treat Williams & Sasha Mitchell & Aasif Mandvi & Olivia Luccardi & Ben Platt & Natalia Cigliuti & Dan Soder & Kid Cudi & Michelle Veintimilla & Jeremy Shinder & Stephen Gevedon
Fearless Hyena,1979,not available, 1h 32m,Comedy & Action,Kenneth Tsang & Jackie Chan,Jackie Chan & James Tien & Yen Shi-Kwan & Lee Kwan & Chan Wai-Lau & Cheng Fu-Hung & Ma Cheung & Wong Chi-Sang & Ricky Cheng Tien-Chi & Dean Shek & Eagle Han Ying & Wong Yiu
Welcome Mr. President!,2013,T, 1h 40m,Comedy,Riccardo Milani,Claudio Bisio & Kasia Smutniak & Beppe Fiorello & Remo Girone & Massimo Popolizio & Cesare Bocci & Omero Antonutti & Michele Alhaique & Franco Ravera & Gianni Cavina & Patrizio Rispo & Pietro Sarubbi & Piera Degli Esposti & Gigio Morra & Federico Galante & Lina Wertmüller & Pupi Avati & Gianni Rondolino & Helga Cossu & Roberto Tallei & Cristiana Ambrosoli & Armando De Razza & Girolamo Di Stolfo
Family Weekend,2013,R, 1h 45m,Comedy & Drama,Benjamin Epps,Olesya Rulin & Kristin Chenoweth & Matthew Modine & Joey King & Shirley Jones & Eddie Hassell & Chloe Bridges & Adam Saunders & Robbie Tucker & Cindy Chang
The Volcano,2013,not available, 1h 32m,Comedy,Alexandre Coffre,Valérie Bonneton & Denis Ménochet & Bérangère McNeese & Albert Delpy & Tiphanie Daviot & Constance Dollé & Dany Boon & Malik Bentalha & Myriam Azencot & Arnaud Henriet & Yann Sorton & Jochen Hägele & Barbara Ornellas & Brigitte Böttrich & Markus Baumeister & Magdalena Steinlein & Joan Pascu & Jernej Čampelj & Sanja Marin & Amar Bukvić & Frano Domitrovic & Adnan Palangić & Valentine Carette & Božidar Smiljanić & Thodoros Katsafados & Chryssa Florou & Bartholomew Boutellis
Bullets Over Broadway,1994,R, 1h 38m,Action & Comedy & Thriller,Woody Allen,John Cusack & Dianne Wiest & Jennifer Tilly & Chazz Palminteri & Mary-Louise Parker & Jack Warden & Rob Reiner & Tracey Ullman & Joe Viterelli & Jim Broadbent & Harvey Fierstein & Edie Falco & Debi Mazar & Stacey Nelkin & Malgorzata Zajaczkowska & Charles Cragin & Nina von Arx & Brian McConnachie & Tony Sirico & Victor Colicchio & Louis Eppolito & Gene Canfield & Peter Castellotti & John Ventimiglia & John Di Benedetto & Lisa Arturo & Meghan Strange & Carol Lee Meadows & Leigh Torlage & Debra Wiseman & Paul Herman & Shannah Laumeister Stern & Tony Darrow
Wristcutters: A Love Story,2006,R, 1h 28m,Comedy & Drama & Fantasy & Romance,Goran Dukic,Patrick Fugit & Shannyn Sossamon & Shea Whigham & Leslie Bibb & Will Arnett & Tom Waits & John Hawkes & Mark Boone Junior & Clayne Crawford & Abraham Benrubi & Chase Ellison & Nick Offerman & Sarah Roemer & Amy Seimetz & Azura Skye & Mikal P. Lazarev & Cameron Bowen & Adam Gifford & Mary Pat Gleason & Zia Harris
Victor/Victoria,1982,PG, 2h 12m,Comedy & Music & Romance,Blake Edwards,Julie Andrews & James Garner & Robert Preston & Lesley Ann Warren & Alex Karras & John Rhys-Davies & Graham Stark & Malcolm Jamieson & Peter Arne & Sherloque Tanney & Geoffrey Edwards & Matyelok Gibbs
A Chinese Ghost Story III,1991,not available, 1h 44m,Action & Comedy & Fantasy,Ching Siu-Tung,Tony Leung Chiu-Wai & Jacky Cheung & Joey Wong & Nina Li Chi & Lau Siu-Ming & Lau Shun & Tiffany Lau Yuk-Ting & Tommy Wong & Sam Hoh Choi-Chow
Boule & Bill,2013,U, 1h 22m,Comedy & Family,Franck Magnier & Alexandre Charlot,Franck Dubosc & Marina Foïs & Charles Crombez & Nicolas Vaude & Jean-Jacques Domingues & Géraud Thomas & Alain Cerrer & Lionel Abelanski
"Torrente, the Dumb Arm of the Law",1998,not available, 1h 37m,Comedy & Crime,Santiago Segura,Santiago Segura & Javier Cámara & Neus Asensi & Chus Lampreave & Tony Leblanc & Jimmy Barnatán & Darío Paso & Cañita Brava & Manuel Manquiña & Carlos Bardem & Antonio de la Torre & Julio Sanjuán & César Vea & Javier Jurdao
The Great Buck Howard,2008,PG, 1h 27m,Comedy,Sean McGinly,John Malkovich & Colin Hanks & Emily Blunt & Ricky Jay & Steve Zahn & Tom Hanks & Griffin Dunne & Debra Monk & Adam Scott & Patrick Fischler & Wallace Langham & Jonathan Ames & Jon Stewart & Kelly Ripa & Jacquie Barnbrook & Casey Wilson & Stacey Travis & Dale Waddington & Jay Leno & Conan O'Brien & Gary Coleman & Michael Winslow & Jack Carter & Martha Stewart & Regis Philbin & George Takei & Mary Hart & Tom Arnold & Don Most & Matthew Gray Gubler & Dave Attell
Local Hero,1983,PG, 1h 51m,Comedy & Drama,Bill Forsyth,Burt Lancaster & Peter Riegert & Fulton Mackay & Denis Lawson & Norman Chancer & Peter Capaldi & Alex Norton & Jenny Seagrove & Jennifer Black & Christopher Rozycki & Gyearbuor Asante & John M. Jackson & Dan Ammerman & Tam Dean Burn & John Gordon Sinclair & Rikki Fulton & Jimmy Yuill
To Be or Not to Be,1983,PG, 1h 47m,Comedy,Alan Johnson,Mel Brooks & Anne Bancroft & Tim Matheson & Charles Durning & Christopher Lloyd & José Ferrer & Henry Brandon & Ronny Graham & Zale Kessler & Jack Riley & Lewis J. Stadlen & George Gaynes & George Wyner & James 'Gypsy' Haake & Scamp & Earl Boen & Estelle Reiner
Love & Friendship,2016,PG-13, 1h 34m,Comedy & Drama & Romance,Whit Stillman,Kate Beckinsale & Xavier Samuel & Morfydd Clark & Emma Greenwell & Tom Bennett & James Fleet & Jemma Redgrave & Justin Edwards & Stephen Fry & Chloë Sevigny & Jenn Murray & Lochlann O'Mearáin & Sophie Radermacher & Jordan Waller & Ross Mac Mahon & Frank Prendergast & Kelly Campbell & Conor Lambert & Conor MacNeill & Frank Melia & Sylvie Benoiton & Daniel Magee & Rowan Finken & Dave Timbs & Laura Whelan & James Crerar & John Brennan & Olivia Fahy & Ellie Houlihan & Carla McGlynn & Darragh O'Connor
A Night at the Opera,1935,not available, 1h 36m,Comedy,Sam Wood,Groucho Marx & Chico Marx & Harpo Marx & Kitty Carlisle & Allan Jones & Walter Woolf King & Sig Ruman & Margaret Dumont & Edward Keane & Robert Emmett O'Connor & Purnell Pratt & Jonathan Hale & Evelyn Selbie & Otto Fries
The Tuche Family,2011,not available, 1h 35m,Comedy,Olivier Baroux,Jean-Paul Rouve & Isabelle Nanty & Claire Nadeau & Théo Fernandez & Sarah Stern & Pierre Lottin & Fadila Belkebla & David Kammenos & Sami Outalbali & Karina Testa & Marvin Beyster
Big Brother,2018,PG, 1h 51m,Action & Drama & Comedy,Kam Ka-Wai,Donnie Yen & Joe Chen & Lok Ming-Kit & Yu Kang & Bruce Tong Kwan-Chi & Chris Tong Kwan-Yiu & Gladys Li Ching-Kwan & Lau Chiu-Kin & Dominic Lam Ka-Wah & Alfred Cheung Kin-Ting & Wu Fung & Brahim Achabbakhe & Craig Miller & Jess Liaudin & Lockhart Ogilvie & Felix Lok Ying-Kwan & Benjamin Au Yeung Wai-Hoo & Billy Lau & Lee Fung & Koo Tin-Lung & Mike Leeder
